MthCalDt,Portfolio,Benchmark
2017-11-30,3.4902785801602443,3.121981376299199
2017-12-29,4.011776498724795,3.8792936903519815
2018-01-31,10.366922471957029,9.790966345968034
2018-02-28,8.05186539084637,5.614157103666728
2018-03-29,7.454792627919948,2.5346779490745597
2018-04-30,6.89938735476292,2.897878752752936
2018-05-31,12.706946572687228,5.378462965109487
2018-06-29,12.796472486859866,5.502105791893608
2018-07-31,17.02033993480654,9.454812410648671
2018-08-31,23.654450502214264,12.994088327344322
2018-09-28,22.62412545202388,13.106139639117442
2018-10-31,11.869353059741062,5.3900544801204875
2018-11-30,15.207860155055819,7.414705768710572
2018-12-31,4.600556834799652,-2.781963602642923
2019-01-31,18.531796279226008,4.922530041342998
2019-02-28,45.439606618492554,8.31111626289549
2019-03-29,47.57555007321177,9.949383717785176
2019-04-30,54.462290094540265,14.346431745295686
2019-05-31,44.218370335837776,7.144237085120286
2019-06-28,63.71762956231544,13.886634983192225
2019-07-31,67.07477445216756,15.617634558170002
2019-08-30,64.31909559713907,13.701170743016021
2019-09-30,66.08791131448083,15.3433020362427
2019-10-31,71.49709588323891,17.835477763610275
2019-11-29,80.95851360483523,22.120474479347664
2019-12-31,84.73413797216327,24.894710405316523
2020-01-31,84.15344512682506,24.894710405316523
2020-02-28,71.1976541758536,14.334840230284662
2020-03-31,52.70568539636924,-0.15841737181726545
2020-04-30,76.04110589726838,12.499517020207772
2020-05-29,88.75874146852567,17.91661836868734
2020-06-30,104.68733467297535,19.65920945867612
2020-07-31,116.98033047945432,26.664348363664313
2020-08-31,130.0063641443403,35.53185734708843
2020-09-30,124.63671743149351,29.848151153355595
2020-10-30,124.7680726543558,26.58707159692424
2020-11-30,157.3055911570897,40.38097446002844
2020-12-31,168.63327953208344,45.044627332792246
2021-01-29,165.39232810992323,43.54932189637171
2021-02-26,182.02630687418426,47.509756191800804
2021-03-31,195.87988604630732,53.71121672269219
2021-04-30,215.1169420053357,61.84846026042254
2021-05-28,217.39529628578777,62.91874347977262
2021-06-30,226.38385089438216,66.1141377844749
2021-07-30,241.54302450546274,70.16344036165505
2021-08-31,252.10847919268096,75.30620918820733
2021-09-30,237.39608260549616,66.46188323480524
2021-10-29,265.85093753983455,78.11908349754626
2021-11-30,263.57173000461904,76.82083381631293
2021-12-31,283.0082267978044,84.30122483675262
2022-01-31,247.78411821556276,74.55662455082859
2022-02-28,239.34915418272195,69.51431552103841
2022-03-31,251.67223959557597,75.29848151153338
