MthCalDt,Portfolio,Benchmark
2012-02-29,0.026742318682134697,0.0412559900323304
2012-03-30,0.029530847307103186,0.0279341754916694
2012-04-30,-0.013099672243319272,-0.006607718809183342
2012-05-31,-0.06614531310414552,-0.061975512472681654
2012-06-29,0.027172870334549855,0.036489528502794875
2012-07-31,-0.012831542263249746,0.012354808314880257
2012-08-31,0.0453728206502709,0.024472380288450304
2012-09-28,0.02820739896497639,0.017605596553304764
2012-10-31,0.0026260535630595223,-0.02042886212144615
2012-11-30,0.01661956109679842,0.008656234775020082
2012-12-31,0.021344750265551857,0.003008573198151579
2013-01-31,0.06107701217119376,0.049874095821624304
2013-02-28,0.014543274988142426,0.013467327915390735
2013-03-28,0.044532803230171523,0.03137157803333741
2013-04-30,0.015276432626551827,0.019446193475062015
2013-05-31,0.0378179905242399,0.02371165748735663
2013-06-28,-0.007984861085014679,-0.02103527957882589
2013-07-31,0.0636995401825155,0.05248912310725111
2013-08-30,-0.029271680758659,-0.03084538594956806
2013-09-30,0.0538611982656384,0.02700434119167495
2013-10-31,0.042181158022780746,0.04508996081480432
2013-11-29,0.0365157731104017,0.029390098073244674
2013-12-31,0.026808072093618587,0.020076297921285798
2014-01-31,-0.019954774349883485,-0.03552810481128261
2014-02-28,0.05338569728433023,0.04459007196917801
2014-03-31,-0.0010121165744454582,0.004261218762820735
2014-04-30,-0.03419540459647356,0.007413717498243583
2014-05-30,0.0286206111689186,0.022587747309067298
2014-06-30,0.029725222927534677,0.016015897386872282
2014-07-31,-0.03341712268033455,-0.014057739490231699
2014-08-29,0.03874274837480229,0.03892366874295826
2014-09-30,-0.03350654367083463,-0.01849035738596362
2014-10-31,0.056667084480712726,0.02357741613992512
2014-11-28,0.025631574105669665,0.02716594394839035
2014-12-31,0.010082714639803304,-0.008232084038108937
2015-01-30,-0.024223961067254454,-0.029432644008501086
2015-02-27,0.0681102839559292,0.05491841777650161
2015-03-31,0.008018293685305117,-0.020855912591976517
2015-04-30,-0.015272873635843875,0.009672551948618033
2015-05-29,0.02809783211300166,0.012925398325835787
