MthCalDt,Portfolio,Benchmark
2012-02-29,0.028966939019933923,0.04211884343932604
2012-03-30,0.03064262622169792,0.028327993009030106
2012-04-30,-0.007913492845957631,-0.006585935840238033
2012-05-31,-0.057629546888292714,-0.060094097519247214
2012-06-29,0.026237064239437627,0.037163443306788
2012-07-31,-0.008142024219570668,0.012431444241316258
2012-08-31,0.04466495694668849,0.024774286746117813
2012-09-28,0.03143253951144169,0.017761488581900187
2012-10-31,0.13437103723620425,-0.020221606648199608
2012-11-30,0.013577860631001878,0.00869380831212907
2012-12-31,0.02178477748437019,0.0030131034966014436
2013-01-31,0.07345078691240081,0.05113874528433726
2013-02-28,0.013678773005492377,0.01355842084274883
2013-03-28,0.05470298246644156,0.031868852459016495
2013-04-30,0.017779719111037505,0.019636502287747604
2013-05-31,0.0343885083328877,0.023995014023060257
2013-06-28,-0.006592727979050692,-0.020815581253804116
2013-07-31,0.06755734442894801,0.05389109895574351
2013-08-30,-0.025263073358486578,-0.03037452079032732
2013-09-30,0.059931033487101805,0.027372262773722733
2013-10-31,0.047673433124266223,0.04612196566015392
2013-11-29,0.04227249571333805,0.0298262493632917
2013-12-31,0.02853409279004289,0.02027918223785452
2014-01-31,-0.017270105900716117,-0.03490438998114742
2014-02-28,0.05444605926352751,0.04559915164369044
2014-03-31,-0.006632734210206659,0.004270310665100752
2014-04-30,-0.02642133986797313,0.007441267141490515
2014-05-30,0.031064565438887033,0.022844782104041395
2014-06-30,0.034988080955764264,0.01614483932532096
2014-07-31,-0.03428452717164798,-0.013959390862944177
2014-08-29,0.045853209418910294,0.039691119691119825
2014-09-30,-0.034969141252914226,-0.018320459496930175
2014-10-31,0.050382843720541165,0.023857560778775433
2014-11-28,0.021709651717174004,0.02753830237942756
2014-12-31,0.009293456556963876,-0.008198293220826547
2015-01-30,-0.021170036577689583,-0.02900372214434188
2015-02-27,0.0728789877461451,0.056454423258824216
2015-03-31,0.00831070734737071,-0.020639932142688777
2015-04-30,-0.00360667433923073,0.009719482269162194
2015-05-29,0.027277337127730707,0.013009292351679802
2015-06-30,-0.010884520433019497,-0.025214037068397865
2015-07-31,0.022678919605128904,0.021909082134929037
2015-08-31,-0.055995540810156785,-0.061437476388364165
2015-09-30,-0.02463561074565346,-0.030389937106918175
