Ticker,Beta,Alpha,StdErrA,StdErrB,R-squared,CAPM,AdjCAPM,Sharpe Ratio (Arth),Sharpe Ratio (Log),Sortino Ratio (Arth),Sortino Ratio (Log),Purchase Closing Price,Recent Closing Price,Look Back Common Shares,Purchase Price Common Shares,Current Common Shares,Current Market Value,+SortinoWeight,bruteAllocation
POOL,0.8729995124092246,0.01439650490972376,0.00890235607327038,0.1796374792785252,0.31651430904081945,0.0484949741576889,0.04925798891790426,0.33291071132665656,0.3444478522872789,0.5664975126047997,0.5221999511373993,63.4,304.2,47.6,43.4,39.6,12110.0,0.0010000000001957625,0.0023994593616916975
ADP,0.8428751430965667,0.003742912396057527,0.006930911456491232,0.13985639901385713,0.41595029785504545,0.04689838258411804,0.04709675694110908,0.40546209474084516,0.40176091144044684,0.5263719066566376,0.4883996921490894,83.4,235.0,488.7,482.1,415.3,97651.7,0.001,0.002397721929498788
VICR,0.8653048305160944,0.013211943453260207,0.019435517309861785,0.39218239635466845,0.08713606396570239,0.04808715601735301,0.04878738902037579,0.1789987794180967,0.1815135562303668,0.3422437059209881,0.2952262976276148,12.1,48.3,30.0,26.8,32.2,2106.4,0.001,0.002371256127461836
AZO,0.8990347244454115,0.013943902406535976,0.008651779333464223,0.1745811803017002,0.3420972627155676,0.049874840395606815,0.05061386722315322,0.3463921094988296,0.35302972846232195,0.5777277953030134,0.5270688344071645,619.1,2521.8,39.4,31.9,19.0,46004.9,0.001,0.0021356379831030873
MMC,0.9723796422750645,0.003752175638876569,0.005092247838600669,0.10275465933499733,0.6371414464736591,0.05376212104057841,0.05396098634943887,0.4691218429610404,0.4642930418411239,0.5616211116197639,0.5177901468522785,57.2,155.2,538.0,540.9,496.0,76603.7,0.001,0.0020853932469670653
TDY,1.0730179388506647,0.007932893530629322,0.0072171605293502895,0.14563251732130267,0.5156105251197971,0.059095950759085226,0.05951639411620858,0.39498352476974086,0.39958024888315924,0.6328944673529219,0.5865614054420373,102.7,379.9,37.0,36.6,46.9,17652.5,0.08,0.0015886645424575188
BX,1.2912981601484659,0.011577850410760442,0.007911264989399928,0.15963860453384138,0.561968734059607,0.07066480248786869,0.07127842855963899,0.37812089925009607,0.3863084002776635,0.6868438969520901,0.6345668462789821,33.8,93.5,370.5,520.5,709.0,111895.4,0.001,0.0011586716114298829
SYK,0.9625282269897024,0.00010728897939634603,0.006694650518772071,0.1350889735194667,0.4988584778100349,0.05323999603045423,0.05324568234636223,0.4106337507638689,0.41277265662288776,0.7104467403445878,0.6665079863340428,94.3,228.3,382.7,378.3,378.3,86480.3,0.001,0.0010682950890876918
FR,0.9637304364200024,0.002917205246909699,0.00560331896251309,0.11306738190821873,0.5875459707237715,0.053303713130260125,0.05345832500834634,0.4453416995687107,0.44770456262532143,0.7279946529864101,0.6812703693188868,20.6,47.1,86.6,110.6,132.1,6331.3,0.001,0.0010552406149482085
MELI,1.4634425585956128,0.014677023862795817,0.015644975362953666,0.3156943975779645,0.29644565298492587,0.07978845560556748,0.08056633787029566,0.25525576396228505,0.2676204726984035,0.583433561528359,0.5234388950649059,127.7,836.8,44.1,44.2,50.3,41949.9,0.001,0.000946347259110952
AXP,1.119102427537347,0.0008226123701776084,0.008034043616779776,0.16211611081984761,0.48303482034221834,0.06153842865947939,0.061582027115098796,0.3789374729590103,0.37978455497939334,0.4824885426820304,0.4329800192880565,93.0,147.0,1161.5,1023.0,747.2,109753.5,0.001,0.0004727397080459177
WIRE,1.139970948924151,0.005413841251632564,0.01085812980070524,0.21910234223659583,0.34674285445428743,0.06264446029298,0.06293139387931652,0.30710057142437014,0.31925857165400995,0.521559566836359,0.47170465714364296,37.3,139.0,23.4,20.7,19.1,2724.6,0.001,0.00041952084611789856
ARE,0.8228140739423305,0.0004288119573492125,0.006038776947303804,0.12185433382023919,0.4720247965540231,0.04583514591894352,0.04585787295268303,0.4281439194080676,0.43317698098612023,0.7756563839124763,0.7322585643963548,88.7,142.1,62.0,72.0,164.1,22988.6,0.001,0.000408709267611225
AGCO,1.301530331999171,0.0004789061529833608,0.008533771691752498,0.1721999460398684,0.5283330823736831,0.07120710759595605,0.07123248962206417,0.3693505600292273,0.3734131872749191,0.6368445529159131,0.5708587863869439,45.2,121.3,97.2,92.0,74.6,8901.8,0.001,0.0003957075957094314
DIOD,1.067454079219774,0.00623205755524002,0.013071287620091058,0.2637608673110681,0.24308349726880618,0.05880106619864802,0.05913136524907574,0.2683691599844204,0.27498563690923516,0.5707440282067465,0.5211912733375605,27.6,69.7,45.6,47.6,45.5,3301.9,0.0010000000003927713,0.0003052144558286116
CRM,1.0709800133777816,0.0024270099324826652,0.009152844676117888,0.18469199977098577,0.3973435666266072,0.05898794070902243,0.059116572235444004,0.33329503658460535,0.3510650460536273,0.6935095254085265,0.6409952094402196,59.3,159.8,544.0,631.0,1000.0,159910.0,0.001,5.484445717774772e-05
AMRC,0.9128204579953038,0.03438023329686982,0.02010064160145216,0.4056037030475064,0.0903391944545191,0.0506054842737511,0.0524276366384852,0.1723586060776534,0.18009671733197669,0.2815209118064425,0.22735126865908767,7.0,60.1,25.4,28.4,33.8,3162.4,0.001,4.006750605665891e-05
FDS,0.8023949061554997,0.007106607651390378,0.00711178357847992,0.14350615328097327,0.38003970900455786,0.044752930026241484,0.04512958023176517,0.39502067196579016,0.3936650187601705,0.5765768546512606,0.534862931308004,140.8,423.4,45.1,41.7,38.1,15903.9,0.001,1.6698152883209956e-05
