MthCalDt,Portfolio,Benchmark
2017-11-30,0.040355615934939394,0.031219813762991988
2017-12-29,0.0034460418004004685,0.007343849526022073
2018-01-31,0.056460575444870625,0.05690905709503413
2018-02-28,-0.023434908936029182,-0.03804328699630477
2018-03-29,0.0008258815673217176,-0.029157825418892114
2018-04-30,-0.008727983432226546,0.003542224064513766
2018-05-31,0.053854588492656924,0.024107243438098447
2018-06-29,0.007972938840856885,0.0011733216001172941
2018-07-31,0.04067299352018234,0.03746566562900555
2018-08-31,0.05136915473899955,0.03233549844676653
2018-09-28,-0.007695850309675311,0.0009916564081522417
2018-10-31,-0.08392626532917796,-0.06821986130564006
2018-11-30,0.04262542403135287,0.01921102800997221
2018-12-31,-0.09351085614898183,-0.09492805755395683
2019-01-31,0.12287589098384005,0.07924963236755289
2019-02-28,0.18640072077721587,0.032296078070336964
2019-03-29,0.017127477670578272,0.015125570776255648
2019-04-30,0.05173545740255773,0.03999156592634234
2019-05-31,-0.06320885101244571,-0.06298574035277416
2019-06-28,0.12157402574688896,0.06292823656689506
2019-07-31,0.0233161157074149,0.01519932145886349
2019-08-30,-0.018641164746935016,-0.016575878087090268
2019-09-30,0.00910251663240241,0.01444251877527436
2019-10-31,0.036974987242001406,0.021606592523114143
2019-11-29,0.04308640248450875,0.03636423254746357
2019-12-31,0.027832961186423782,0.02271720559387469
2020-01-31,0.00625825975489529,0.0
2020-02-28,-0.07268618256320077,-0.08455017943323839
2020-03-31,-0.10956735662032172,-0.12676151532560587
2020-04-30,0.1456207542641169,0.12678018575851402
2020-05-29,0.0835797847456088,0.04815221871136144
2020-06-30,0.06600078215776538,0.014778163706664849
2020-07-31,0.06411582624388501,0.05854241338112298
2020-08-31,0.05894737441410118,0.07000793118174609
2020-09-30,-0.024779731229893773,-0.04193631154317634
2020-10-30,0.0007233008987565598,-0.025114562875676927
2020-11-30,0.13622538235279638,0.10896770648922538
2020-12-31,0.048331557646501905,0.03322140262027973
2021-01-29,-0.016745698857701583,-0.010309278350515427
2021-02-26,0.05845405283425739,0.027589362618432478
2021-03-31,0.04420887940704994,0.0420410194619798
2021-04-30,0.06786471573192959,0.05293851490623891
2021-05-28,0.0039380560015350365,0.006612872421695837
2021-06-30,0.03432201252835967,0.019613423455472567
2021-07-30,0.04512589345320919,0.024376628209899387
2021-08-31,0.0339038675255369,0.030222524977293386
2021-09-30,-0.05112348270412794,-0.05045072843887066
2021-10-29,0.08584154889619407,0.07002924655308496
2021-11-30,0.00028965725339595707,-0.007288661359248549
2021-12-31,0.05091355741326264,0.0423049188208815
2022-01-31,-0.09130164909216554,-0.052873225853791506
2022-02-28,-0.015591967132994667,-0.02888638023773149
2022-03-31,0.0330139247398225,0.03412199124726478
