Ticker,MthCalDt,MthPrc
FCNCA,20160630,258.91
FCNCA,20160729,259.78
FCNCA,20160831,284.91
FCNCA,20160930,293.89
FCNCA,20161031,291
FCNCA,20161130,356.37
FCNCA,20161230,355
FCNCA,20170131,366.74
FCNCA,20170228,356.29
FCNCA,20170331,335.37
FCNCA,20170428,348.06
FCNCA,20170531,331.4
FCNCA,20170630,372.7
FCNCA,20170731,368.02
FCNCA,20170831,340.51
FCNCA,20170929,373.89
FCNCA,20171031,405
FCNCA,20171130,426.49
FCNCA,20171229,403
FCNCA,20180131,425.41
FCNCA,20180228,407.1
FCNCA,20180329,413.24
FCNCA,20180430,432.29
FCNCA,20180531,439.29
FCNCA,20180629,403.3
FCNCA,20180731,406.82
FCNCA,20180831,475.01
FCNCA,20180928,452.28
FCNCA,20181031,426.63
FCNCA,20181130,429.47
FCNCA,20181231,377.05
FCNCA,20190131,407.53
FCNCA,20190228,436.58
FCNCA,20190329,407.2
FCNCA,20190430,448.25
FCNCA,20190531,420.1
FCNCA,20190628,450.27
FCNCA,20190731,467.02
FCNCA,20190830,444.6
FCNCA,20190930,471.55
FCNCA,20191031,491.92
FCNCA,20191129,519.8
FCNCA,20191231,532.21
FCNCA,20200131,526.82
FCNCA,20200228,453.31
FCNCA,20200331,332.87
FCNCA,20200430,382
FCNCA,20200529,385
FCNCA,20200630,405.02
FCNCA,20200731,425.87
FCNCA,20200831,393.15
FCNCA,20200930,318.78
FCNCA,20201030,462.7
FCNCA,20201130,528.59
FCNCA,20201231,574.27
FCNCA,20210129,595.99
FCNCA,20210226,737.89
FCNCA,20210331,835.77
FCNCA,20210430,867.46
FCNCA,20210528,860.6
FCNCA,20210630,832.74
FCNCA,20210730,782.59
FCNCA,20210831,897.7
FCNCA,20210930,843.17
FCNCA,20211029,813.9
FCNCA,20211130,803.98
FCNCA,20211231,829.84
FCNCA,20220131,779.08
FCNCA,20220228,788.45
FCNCA,20220331,665.6
HTLD,20120131,14.82
HTLD,20120229,14.47
HTLD,20120330,14.46
HTLD,20120430,13.83
HTLD,20120531,14.24
HTLD,20120629,14.31
HTLD,20120731,13.9
HTLD,20120831,13.02
HTLD,20120928,13.36
HTLD,20121031,13.95
HTLD,20121130,13.73
HTLD,20121231,13.07
HTLD,20121231,13.07
HTLD,20130131,13.83
HTLD,20130228,13.57
HTLD,20130328,13.34
HTLD,20130430,13.57
HTLD,20130531,14.35
HTLD,20130628,13.875
HTLD,20130731,14.72
HTLD,20130830,13.92
HTLD,20130930,14.19
HTLD,20131031,14.36
HTLD,20131129,18.33
HTLD,20131231,19.62
HTLD,20140131,21.06
HTLD,20140228,20.38
HTLD,20140331,22.69
HTLD,20140430,21.76
HTLD,20140530,21.625
HTLD,20140630,21.34
HTLD,20140731,22.465
HTLD,20140829,23.45
HTLD,20140930,23.96
HTLD,20141031,25.14
HTLD,20141128,26.53
HTLD,20141231,27.01
HTLD,20150130,25.69
HTLD,20150227,25.17
HTLD,20150331,23.76
HTLD,20150430,20.92
HTLD,20150529,21.25
HTLD,20150630,20.23
HTLD,20150731,21.33
HTLD,20150831,20.24
HTLD,20150930,19.94
HTLD,20151030,18.83
HTLD,20151130,19.16
HTLD,20151231,17.02
HTLD,20160129,17.15
HTLD,20160229,18.4
HTLD,20160331,18.55
HTLD,20160429,18.11
HTLD,20160531,18.48
HTLD,20160630,17.39
HTLD,20160729,18.52
HTLD,20160831,19.03
HTLD,20160930,18.88
HTLD,20161031,18.4
HTLD,20161130,21.51
HTLD,20161230,20.36
HTLD,20170131,20.6
HTLD,20170228,20.74
HTLD,20170331,20.05
HTLD,20170428,20.12
HTLD,20170531,19.45
HTLD,20170630,20.82
HTLD,20170731,21.13
HTLD,20170831,22.17
HTLD,20170929,25.08
HTLD,20171031,21.33
HTLD,20171130,22.84
HTLD,20171229,23.34
HTLD,20180131,22.69
HTLD,20180228,19.52
HTLD,20180329,17.99
HTLD,20180430,17.83
HTLD,20180531,18.68
HTLD,20180629,18.55
HTLD,20180731,19.19
HTLD,20180831,20.45
HTLD,20180928,19.73
HTLD,20181031,19.47
HTLD,20181130,20.75
HTLD,20181231,18.3
HTLD,20190131,20.01
HTLD,20190228,20.09
HTLD,20190329,19.28
HTLD,20190430,19.68
HTLD,20190531,17.88
HTLD,20190628,18.07
HTLD,20190731,19.84
HTLD,20190830,20.57
HTLD,20190930,21.51
HTLD,20191031,20.9
HTLD,20191129,21.41
HTLD,20191231,21.05
HTLD,20200131,18.69
HTLD,20200228,17.91
HTLD,20200331,18.57
HTLD,20200430,19.59
HTLD,20200529,21.9
HTLD,20200630,20.82
HTLD,20200731,20.285
HTLD,20200831,20.685
HTLD,20200930,18.6
HTLD,20201030,18.31
HTLD,20201130,18.48
HTLD,20201231,18.1
HTLD,20210129,18.77
HTLD,20210226,18.2
HTLD,20210331,19.58
HTLD,20210430,18.59
HTLD,20210528,18.15
HTLD,20210630,17.13
HTLD,20210730,17.03
HTLD,20210831,16.78
HTLD,20210831,16.78
HTLD,20210930,16.02
HTLD,20211029,16.33
HTLD,20211130,16.74
HTLD,20211231,16.82
HTLD,20220131,14.96
HTLD,20220228,14.36
HTLD,20220331,14.07
BC,20120131,21.34
BC,20120229,23.91
BC,20120330,25.75
BC,20120430,26.29
BC,20120531,21.9
BC,20120629,22.22
BC,20120731,21.99
BC,20120831,23.69
BC,20120928,22.63
BC,20121031,23.59
BC,20121130,25.77
BC,20121231,29.09
BC,20130131,36.16
BC,20130228,36.44
BC,20130328,34.22
BC,20130430,31.66
BC,20130531,33.57
BC,20130628,31.95
BC,20130731,37.75
BC,20130830,36.36
BC,20130930,39.91
BC,20131031,45.13
BC,20131129,45.7
BC,20131231,46.06
BC,20140131,41.46
BC,20140228,44.79
BC,20140331,45.29
BC,20140430,40.19
BC,20140530,43.1
BC,20140630,42.13
BC,20140731,40.33
BC,20140829,43
BC,20140930,42.14
BC,20141031,46.8
BC,20141128,49.68
BC,20141231,51.26
BC,20150130,54.28
BC,20150227,54.24
BC,20150331,51.45
BC,20150430,50.04
BC,20150529,51.04
BC,20150630,50.86
BC,20150731,53.09
BC,20150831,49.71
BC,20150930,47.89
BC,20151030,53.81
BC,20151130,52.63
BC,20151231,50.51
BC,20160129,39.85
BC,20160229,42.54
BC,20160331,47.98
BC,20160429,48.03
BC,20160531,47.87
BC,20160630,45.32
BC,20160729,49.62
BC,20160831,45.99
BC,20160930,48.78
BC,20161031,43.5
BC,20161130,50.12
BC,20161230,54.54
BC,20170131,59.86
BC,20170228,59.89
BC,20170331,61.2
BC,20170428,56.75
BC,20170531,55.26
BC,20170630,62.73
BC,20170731,56.61
BC,20170831,52.48
BC,20170929,55.97
BC,20171031,50.65
BC,20171130,55.35
BC,20171229,55.22
BC,20180131,62.78
BC,20180228,57.2
BC,20180329,59.39
BC,20180430,59.88
BC,20180531,63.6
BC,20180629,64.48
BC,20180731,64.3
BC,20180831,66.42
BC,20180928,67.02
BC,20181031,51.99
BC,20181130,53.04
BC,20181231,46.45
BC,20190131,50.32
BC,20190228,52.74
BC,20190329,50.33
BC,20190430,51.21
BC,20190531,41.48
BC,20190628,45.89
BC,20190731,49.16
BC,20190830,46.6
BC,20190930,52.12
BC,20191031,58.24
BC,20191129,58.77
BC,20191231,59.98
BC,20200131,62.85
BC,20200228,53.2
BC,20200331,35.37
BC,20200430,47.72
BC,20200529,55.01
BC,20200630,64.01
BC,20200731,66.98
BC,20200831,61.89
BC,20200930,58.91
BC,20201030,63.71
BC,20201130,74.64
BC,20201231,76.24
BC,20210129,86.46
BC,20210226,88.37
BC,20210331,95.37
BC,20210430,107.13
BC,20210528,102.23
BC,20210630,99.62
BC,20210730,104.4
BC,20210831,96.87
BC,20210930,95.27
BC,20211029,93.09
BC,20211130,93.91
BC,20211231,100.73
BC,20220131,90.79
BC,20220228,95.52
BC,20220331,80.89
WSFS,20120131,38.91
WSFS,20120229,38.49
WSFS,20120330,41
WSFS,20120430,39.91
WSFS,20120531,37.18
WSFS,20120629,40.41
WSFS,20120731,41.43
WSFS,20120831,40.57
WSFS,20120928,41.28
WSFS,20121031,42.46
WSFS,20121130,43.4
WSFS,20121231,42.25
WSFS,20130131,45.47
WSFS,20130228,47.5
WSFS,20130328,48.64
WSFS,20130430,48.94
WSFS,20130531,50.24
WSFS,20130628,52.39
WSFS,20130731,59.53
WSFS,20130830,59.6
WSFS,20130930,60.25
WSFS,20131031,70.01
WSFS,20131129,75.94
WSFS,20131231,77.53
WSFS,20140131,71.8
WSFS,20140228,71.29
WSFS,20140331,71.43
WSFS,20140430,67.62
WSFS,20140530,67.92
WSFS,20140630,73.67
WSFS,20140731,71.59
WSFS,20140829,74.6
WSFS,20140930,71.61
WSFS,20141031,78.65
WSFS,20141128,75.1
WSFS,20141231,76.89
WSFS,20150130,73.86
WSFS,20150227,77.74
WSFS,20150331,75.63
WSFS,20150430,71.17
WSFS,20150529,24.67
WSFS,20150529,24.67
WSFS,20150630,27.35
WSFS,20150731,28.71
WSFS,20150831,27.53
WSFS,20150930,28.81
WSFS,20151030,31.77
WSFS,20151130,34.16
WSFS,20151231,32.36
WSFS,20160129,29.06
WSFS,20160229,30.3
WSFS,20160331,32.52
WSFS,20160429,34.14
WSFS,20160531,35.47
WSFS,20160630,32.19
WSFS,20160729,35.19
WSFS,20160831,38.9
WSFS,20160930,36.49
WSFS,20161031,35.05
WSFS,20161130,42.65
WSFS,20161230,46.35
WSFS,20170131,45.3
WSFS,20170228,45.6
WSFS,20170331,45.95
WSFS,20170428,47.2
WSFS,20170531,44.1
WSFS,20170630,45.35
WSFS,20170731,45.15
WSFS,20170831,44.7
WSFS,20170929,48.75
WSFS,20171031,49.7
WSFS,20171130,50.6
WSFS,20171229,47.85
WSFS,20180131,51.1
WSFS,20180228,47.7
WSFS,20180329,47.9
WSFS,20180430,50.1
WSFS,20180531,52.35
WSFS,20180629,53.3
WSFS,20180731,56.7
WSFS,20180831,48.8
WSFS,20180928,47.15
WSFS,20181031,42.53
WSFS,20181130,42.07
WSFS,20181231,37.91
WSFS,20190131,42.17
WSFS,20190228,43.28
WSFS,20190329,38.6
WSFS,20190430,43.18
WSFS,20190531,39.69
WSFS,20190628,41.3
WSFS,20190731,42.37
WSFS,20190830,41.22
WSFS,20190930,44.1
WSFS,20191031,42.17
WSFS,20191129,44.59
WSFS,20191231,43.99
WSFS,20200131,39.89
WSFS,20200228,34.46
WSFS,20200331,24.92
WSFS,20200430,29.18
WSFS,20200529,27.67
WSFS,20200630,28.7
WSFS,20200731,28.53
WSFS,20200831,29.3
WSFS,20200930,26.97
WSFS,20201030,31.69
WSFS,20201130,38.13
WSFS,20201231,44.88
WSFS,20210129,42.97
WSFS,20210226,53.14
WSFS,20210331,49.79
WSFS,20210430,51.09
WSFS,20210528,53.21
WSFS,20210630,46.59
WSFS,20210730,43.78
WSFS,20210831,45.41
WSFS,20210930,51.31
WSFS,20211029,51.81
WSFS,20211130,49.72
WSFS,20211231,50.12
WSFS,20220131,52.38
WSFS,20220228,50.83
WSFS,20220331,46.62
WBS,20120131,21.2
WBS,20120229,21.88
WBS,20120330,22.67
WBS,20120430,22.73
WBS,20120531,20.27
WBS,20120629,21.66
WBS,20120731,20.52
WBS,20120831,21.28
WBS,20120928,23.7
WBS,20121031,22
WBS,20121130,20.82
WBS,20121231,20.55
WBS,20130131,22.25
WBS,20130228,22.02
WBS,20130328,24.26
WBS,20130430,23.37
WBS,20130531,23.35
WBS,20130628,25.68
WBS,20130731,27.24
WBS,20130830,26.46
WBS,20130930,25.53
WBS,20131031,27.89
WBS,20131129,29.48
WBS,20131231,31.18
WBS,20140131,30.34
WBS,20140228,30.97
WBS,20140331,31.06
WBS,20140430,30.14
WBS,20140530,29.92
WBS,20140630,31.54
WBS,20140731,28.67
WBS,20140829,29.5
WBS,20140930,29.14
WBS,20141031,31.34
WBS,20141128,31.47
WBS,20141231,32.53
WBS,20150130,30.53
WBS,20150227,34.53
WBS,20150331,37.05
WBS,20150430,35.83
WBS,20150529,37.89
WBS,20150630,39.55
WBS,20150731,38.66
WBS,20150831,35.38
WBS,20150930,35.63
WBS,20151030,37.1
WBS,20151130,40.21
WBS,20151231,37.19
WBS,20160129,33.17
WBS,20160229,33.61
WBS,20160331,35.9
WBS,20160429,36.64
WBS,20160531,39.16
WBS,20160630,33.95
WBS,20160729,35.96
WBS,20160831,38.63
WBS,20160930,38.01
WBS,20161031,40.4
WBS,20161130,49.61
WBS,20161230,54.28
WBS,20170131,52.52
WBS,20170228,54.93
WBS,20170331,50.04
WBS,20170428,50.81
WBS,20170531,48.72
WBS,20170630,52.22
WBS,20170731,51.93
WBS,20170831,46.68
WBS,20170929,52.55
WBS,20171031,54.99
WBS,20171130,57.37
WBS,20171229,56.16
WBS,20180131,56.62
WBS,20180228,54.58
WBS,20180329,55.4
WBS,20180430,60.19
WBS,20180531,64.1
WBS,20180629,63.7
WBS,20180731,64.53
WBS,20180831,65.38
WBS,20180928,58.96
WBS,20181031,58.84
WBS,20181130,60.17
WBS,20181231,49.29
WBS,20190131,53.88
WBS,20190228,57.42
WBS,20190329,50.67
WBS,20190430,53.13
WBS,20190531,44.28
WBS,20190628,47.77
WBS,20190731,51
WBS,20190830,44.76
WBS,20190930,46.87
WBS,20191031,44.1
WBS,20191129,48.69
WBS,20191231,53.36
WBS,20200131,44.86
WBS,20200228,37.97
WBS,20200331,22.9
WBS,20200430,28.25
WBS,20200529,28.3
WBS,20200630,28.61
WBS,20200731,27.27
WBS,20200831,27.5
WBS,20200930,26.41
WBS,20201030,32.21
WBS,20201130,37.84
WBS,20201231,42.15
WBS,20210129,46.75
WBS,20210226,55.31
WBS,20210331,55.11
WBS,20210430,52.91
WBS,20210528,56.68
WBS,20210630,53.34
WBS,20210730,48.1
WBS,20210831,50.52
WBS,20210930,54.46
WBS,20211029,55.96
WBS,20211130,53.89
WBS,20211231,55.84
WBS,20220131,56.81
WBS,20220228,60.21
WBS,20220331,56.12
MKL,20120131,403.07
MKL,20120229,407.95
MKL,20120330,448.94
MKL,20120430,440.28
MKL,20120531,438.49
MKL,20120629,441.7
MKL,20120731,432.06
MKL,20120831,434.9
MKL,20120928,458.49
MKL,20121031,471.94
MKL,20121130,479
MKL,20121231,433.42
MKL,20130131,476.13
MKL,20130228,483.45
MKL,20130328,503.5
MKL,20130430,536.25
MKL,20130531,522.89
MKL,20130628,526.95
MKL,20130731,530
MKL,20130830,510.7
MKL,20130930,517.77
MKL,20131031,529.67
MKL,20131129,557.28
MKL,20131231,580.35
MKL,20140131,539.14
MKL,20140228,578
MKL,20140331,596.1
MKL,20140430,625.92
MKL,20140530,640.22
MKL,20140630,655.64
MKL,20140731,632.11
MKL,20140829,659.8
MKL,20140930,636.15
MKL,20141031,690.89
MKL,20141128,696.78
MKL,20141231,682.84
MKL,20150130,683.36
MKL,20150227,745.44
MKL,20150331,768.96
MKL,20150430,740.64
MKL,20150529,772.76
MKL,20150630,800.68
MKL,20150731,889.75
MKL,20150831,823.75
MKL,20150930,801.86
MKL,20151030,868
MKL,20151130,905.17
MKL,20151231,883.35
MKL,20160129,840.46
MKL,20160229,856.71
MKL,20160331,891.57
MKL,20160429,899.11
MKL,20160531,953
MKL,20160630,952.78
MKL,20160729,948.75
MKL,20160831,931.11
MKL,20160930,928.77
MKL,20161031,877.43
MKL,20161130,898.34
MKL,20161230,904.5
MKL,20170131,925
MKL,20170228,979.73
MKL,20170331,975.86
MKL,20170428,969.6
MKL,20170531,977.25
MKL,20170630,975.86
MKL,20170731,"1,071.51"
MKL,20170831,"1,051.99"
MKL,20170929,"1,067.98"
MKL,20171031,"1,084.30"
MKL,20171130,"1,106.90"
MKL,20171229,"1,139.13"
MKL,20180131,"1,147.69"
MKL,20180228,"1,112.00"
MKL,20180329,"1,170.25"
MKL,20180430,"1,130.04"
MKL,20180531,"1,097.08"
MKL,20180629,"1,084.35"
MKL,20180731,"1,170.00"
MKL,20180831,"1,208.80"
MKL,20180928,"1,188.49"
MKL,20181031,"1,093.24"
MKL,20181130,"1,144.14"
MKL,20181231,"1,038.05"
MKL,20190131,"1,053.51"
MKL,20190228,"1,004.88"
MKL,20190329,996.24
MKL,20190430,"1,071.51"
MKL,20190531,"1,058.87"
MKL,20190628,"1,089.60"
MKL,20190731,"1,113.93"
MKL,20190830,"1,143.08"
MKL,20190930,"1,181.90"
MKL,20191031,"1,171.00"
MKL,20191129,"1,135.55"
MKL,20191231,"1,143.17"
MKL,20200131,"1,172.97"
MKL,20200228,"1,181.60"
MKL,20200331,927.89
MKL,20200430,865.84
MKL,20200529,897.42
MKL,20200630,923.17
MKL,20200731,"1,044.54"
MKL,20200831,"1,086.83"
MKL,20200930,973.7
MKL,20201030,932.8
MKL,20201130,973.83
MKL,20201231,"1,033.30"
MKL,20210129,969.48
MKL,20210226,"1,088.80"
MKL,20210331,"1,139.62"
MKL,20210430,"1,176.42"
MKL,20210528,"1,225.49"
MKL,20210630,"1,186.71"
MKL,20210730,"1,206.17"
MKL,20210831,"1,270.25"
MKL,20210930,"1,195.13"
MKL,20211029,"1,313.13"
MKL,20211130,"1,194.82"
MKL,20211231,"1,234.00"
MKL,20220131,"1,232.74"
MKL,20220228,"1,242.91"
MKL,20220331,"1,475.24"
PLAB,20120131,6.86
PLAB,20120229,7.01
PLAB,20120330,6.65
PLAB,20120430,6.19
PLAB,20120531,6
PLAB,20120629,6.1
PLAB,20120731,5.85
PLAB,20120831,5.87
PLAB,20120928,5.37
PLAB,20121031,4.89
PLAB,20121130,5.15
PLAB,20121231,5.96
PLAB,20130131,5.99
PLAB,20130228,6.64
PLAB,20130328,6.68
PLAB,20130430,7.89
PLAB,20130531,7.63
PLAB,20130628,8.06
PLAB,20130731,7.65
PLAB,20130830,7.28
PLAB,20130930,7.84
PLAB,20131031,8.4
PLAB,20131129,8.64
PLAB,20131231,9.03
PLAB,20140131,8.3
PLAB,20140228,8.7
PLAB,20140331,8.53
PLAB,20140430,8.68
PLAB,20140530,8.79
PLAB,20140630,8.6
PLAB,20140731,7.97
PLAB,20140829,8.83
PLAB,20140930,8.05
PLAB,20141031,8.99
PLAB,20141128,9.02
PLAB,20141231,8.31
PLAB,20150130,8.4
PLAB,20150227,8.31
PLAB,20150331,8.5
PLAB,20150430,8.77
PLAB,20150529,10.09
PLAB,20150630,9.51
PLAB,20150731,8.25
PLAB,20150831,9.11
PLAB,20150930,9.06
PLAB,20151030,9.59
PLAB,20151130,10.97
PLAB,20151231,12.45
PLAB,20160129,11.94
PLAB,20160229,10.17
PLAB,20160331,10.41
PLAB,20160429,10.58
PLAB,20160531,9.6
PLAB,20160630,8.91
PLAB,20160729,9.66
PLAB,20160831,9.56
PLAB,20160930,10.31
PLAB,20161031,9.7
PLAB,20161130,10
PLAB,20161230,11.3
PLAB,20170131,11.5
PLAB,20170228,10.7
PLAB,20170331,10.7
PLAB,20170428,11.5
PLAB,20170531,10.05
PLAB,20170630,9.4
PLAB,20170731,10.05
PLAB,20170831,7.9
PLAB,20170929,8.85
PLAB,20171031,9.7
PLAB,20171130,9.65
PLAB,20171229,8.525
PLAB,20180131,8.4
PLAB,20180228,7.8
PLAB,20180329,8.25
PLAB,20180430,7.65
PLAB,20180531,8.7
PLAB,20180629,7.975
PLAB,20180731,9
PLAB,20180831,10.7
PLAB,20180928,9.85
PLAB,20181031,9.74
PLAB,20181130,9.7
PLAB,20181231,9.68
PLAB,20190131,10.69
PLAB,20190228,9.81
PLAB,20190329,9.45
PLAB,20190430,9.34
PLAB,20190531,8.11
PLAB,20190628,8.2
PLAB,20190731,9.63
PLAB,20190830,10.8
PLAB,20190930,10.88
PLAB,20191031,11.8
PLAB,20191129,11.76
PLAB,20191231,15.76
PLAB,20200131,12.78
PLAB,20200228,12.45
PLAB,20200331,10.26
PLAB,20200430,11.95
PLAB,20200529,11.99
PLAB,20200630,11.13
PLAB,20200731,11.88
PLAB,20200831,10.03
PLAB,20200930,9.96
PLAB,20201030,9.75
PLAB,20201130,11.59
PLAB,20201231,11.16
PLAB,20210129,11.1
PLAB,20210226,11.91
PLAB,20210331,12.86
PLAB,20210430,12.7
PLAB,20210528,13.54
PLAB,20210630,13.21
PLAB,20210730,13.37
PLAB,20210831,15.07
PLAB,20210930,13.63
PLAB,20211029,12.99
PLAB,20211130,13.21
PLAB,20211231,18.85
PLAB,20220131,17.88
PLAB,20220228,18.42
PLAB,20220331,16.97
OFG,20120131,11.44
OFG,20120229,11.75
OFG,20120330,12.1
OFG,20120430,11.82
OFG,20120531,10.47
OFG,20120629,11.08
OFG,20120731,10.38
OFG,20120831,10.6
OFG,20120928,10.52
OFG,20121031,11.78
OFG,20121130,12.04
OFG,20121231,13.35
OFG,20130131,14.37
OFG,20130228,15.31
OFG,20130328,15.51
OFG,20130430,16.07
OFG,20130531,17.78
OFG,20130628,18.11
OFG,20130731,18.47
OFG,20130830,17.18
OFG,20130930,16.19
OFG,20131031,14.81
OFG,20131129,17.2
OFG,20131231,17.34
OFG,20140131,14.58
OFG,20140228,16
OFG,20140331,17.19
OFG,20140430,17.06
OFG,20140530,18.06
OFG,20140630,18.41
OFG,20140731,15.96
OFG,20140829,15.9
OFG,20140930,14.98
OFG,20141031,15.57
OFG,20141128,14.94
OFG,20141231,16.65
OFG,20150130,16.1
OFG,20150227,17.45
OFG,20150331,16.32
OFG,20150430,14.09
OFG,20150529,13.14
OFG,20150630,10.67
OFG,20150731,8.06
OFG,20150831,8.64
OFG,20150930,8.73
OFG,20151030,9.21
OFG,20151130,8.36
OFG,20151231,7.32
OFG,20160129,5.62
OFG,20160229,5.82
OFG,20160331,6.99
OFG,20160429,8.83
OFG,20160531,9.14
OFG,20160630,8.3
OFG,20160729,10.61
OFG,20160831,10.91
OFG,20160930,10.11
OFG,20161031,10.65
OFG,20161130,13.5
OFG,20161230,13.1
OFG,20170131,13.25
OFG,20170228,12.9
OFG,20170331,11.8
OFG,20170428,11.7
OFG,20170531,9.35
OFG,20170630,10
OFG,20170731,10.05
OFG,20170831,8.7
OFG,20170929,9.15
OFG,20171031,8.9
OFG,20171130,9.8
OFG,20171229,9.4
OFG,20180131,11.4
OFG,20180228,10.75
OFG,20180329,10.45
OFG,20180430,13.5
OFG,20180531,14.1
OFG,20180629,14.05
OFG,20180731,16.65
OFG,20180831,16.2
OFG,20180928,16.15
OFG,20181031,17.09
OFG,20181130,18.18
OFG,20181231,16.46
OFG,20190131,19.38
OFG,20190228,20.69
OFG,20190329,19.79
OFG,20190430,20.18
OFG,20190531,18.78
OFG,20190628,23.77
OFG,20190731,22.63
OFG,20190830,20.52
OFG,20190930,21.9
OFG,20191031,20.31
OFG,20191129,21.45
OFG,20191231,23.61
OFG,20200131,19.71
OFG,20200228,16.74
OFG,20200331,11.18
OFG,20200430,12.58
OFG,20200529,12.15
OFG,20200630,13.37
OFG,20200731,13.08
OFG,20200831,12.84
OFG,20200930,12.46
OFG,20201030,14.39
OFG,20201130,16.75
OFG,20201231,18.54
OFG,20210129,17.18
OFG,20210226,19.31
OFG,20210331,22.62
OFG,20210430,23.69
OFG,20210528,24.1
OFG,20210630,22.12
OFG,20210730,23.1
OFG,20210831,23.81
OFG,20210930,25.22
OFG,20211029,25.9
OFG,20211130,24.1
OFG,20211231,26.56
OFG,20220131,27.67
OFG,20220228,28.18
OFG,20220331,26.64
FBNC,20120131,11.64
FBNC,20120229,10
FBNC,20120330,10.93
FBNC,20120430,10.02
FBNC,20120531,9.29
FBNC,20120629,8.89
FBNC,20120731,8.52
FBNC,20120831,9.93
FBNC,20120928,11.53
FBNC,20121031,10.45
FBNC,20121130,11.14
FBNC,20121231,12.82
FBNC,20130131,12.7
FBNC,20130228,13.34
FBNC,20130328,13.49
FBNC,20130430,13.01
FBNC,20130531,14.25
FBNC,20130628,14.1
FBNC,20130731,15.83
FBNC,20130830,14.06
FBNC,20130930,14.45
FBNC,20131031,14.98
FBNC,20131129,17.08
FBNC,20131231,16.62
FBNC,20140131,17.23
FBNC,20140228,18.3
FBNC,20140331,19
FBNC,20140430,17.21
FBNC,20140530,18.08
FBNC,20140630,18.35
FBNC,20140731,16.08
FBNC,20140829,17.77
FBNC,20140930,16.02
FBNC,20141031,18.12
FBNC,20141128,17.08
FBNC,20141231,18.47
FBNC,20150130,16.6
FBNC,20150227,17.58
FBNC,20150331,17.56
FBNC,20150430,16.23
FBNC,20150529,15.77
FBNC,20150630,16.68
FBNC,20150731,17.07
FBNC,20150831,17.02
FBNC,20150930,17
FBNC,20151030,18.53
FBNC,20151130,19.49
FBNC,20151231,18.74
FBNC,20160129,18.75
FBNC,20160229,18.49
FBNC,20160331,18.85
FBNC,20160429,20.4
FBNC,20160531,19.73
FBNC,20160630,17.58
FBNC,20160729,18.72
FBNC,20160831,20.05
FBNC,20160930,19.79
FBNC,20161031,19.77
FBNC,20161130,25
FBNC,20161230,27.14
FBNC,20170131,29.27
FBNC,20170228,30.05
FBNC,20170331,29.29
FBNC,20170428,30.04
FBNC,20170531,27.76
FBNC,20170630,31.26
FBNC,20170731,31.3
FBNC,20170831,30.94
FBNC,20170929,34.41
FBNC,20171031,36.7
FBNC,20171130,37.9
FBNC,20171229,35.31
FBNC,20180131,36.4
FBNC,20180228,34.63
FBNC,20180329,35.65
FBNC,20180430,38.15
FBNC,20180531,41.61
FBNC,20180629,40.91
FBNC,20180731,41.42
FBNC,20180831,41.72
FBNC,20180928,40.51
FBNC,20181031,36.89
FBNC,20181130,40.02
FBNC,20181231,32.66
FBNC,20190131,36.77
FBNC,20190228,39.19
FBNC,20190329,34.76
FBNC,20190430,37.91
FBNC,20190531,35.41
FBNC,20190628,36.42
FBNC,20190731,36.94
FBNC,20190830,35.22
FBNC,20190930,35.9
FBNC,20191031,37.75
FBNC,20191129,39.1
FBNC,20191231,39.91
FBNC,20200131,35.48
FBNC,20200228,32.1
FBNC,20200331,23.08
FBNC,20200430,26.59
FBNC,20200529,25.42
FBNC,20200630,25.08
FBNC,20200731,20.66
FBNC,20200831,20.45
FBNC,20200930,20.93
FBNC,20201030,24.09
FBNC,20201130,31.38
FBNC,20201231,33.83
FBNC,20210129,34.06
FBNC,20210226,40.27
FBNC,20210331,43.5
FBNC,20210430,42.4
FBNC,20210528,44.37
FBNC,20210630,40.91
FBNC,20210730,40
FBNC,20210831,41.76
FBNC,20210930,43.01
FBNC,20211029,48.42
FBNC,20211130,44.44
FBNC,20211231,45.72
FBNC,20220131,43.91
FBNC,20220228,44.88
FBNC,20220331,41.77
WSBC,20120131,19.96
WSBC,20120229,19.5
WSBC,20120330,20.14
WSBC,20120430,20.47
WSBC,20120531,20.33
WSBC,20120629,21.26
WSBC,20120731,20.71
WSBC,20120831,20.32
WSBC,20120928,20.71
WSBC,20121031,22
WSBC,20121130,21.11
WSBC,20121231,22.22
WSBC,20130131,23.19
WSBC,20130228,23.39
WSBC,20130328,23.95
WSBC,20130430,25.03
WSBC,20130531,25.05
WSBC,20130628,26.43
WSBC,20130731,29.45
WSBC,20130830,28.69
WSBC,20130930,29.73
WSBC,20131031,29.4
WSBC,20131129,31.5
WSBC,20131231,32
WSBC,20140131,28.56
WSBC,20140228,29.81
WSBC,20140331,31.83
WSBC,20140430,30.24
WSBC,20140530,29.44
WSBC,20140630,31.04
WSBC,20140731,29.88
WSBC,20140829,31.05
WSBC,20140930,30.59
WSBC,20141031,34.46
WSBC,20141128,33.21
WSBC,20141231,34.8
WSBC,20150130,30.18
WSBC,20150227,32.74
WSBC,20150331,32.58
WSBC,20150430,31.51
WSBC,20150529,31.64
WSBC,20150630,34.02
WSBC,20150731,33.22
WSBC,20150831,30.79
WSBC,20150930,31.45
WSBC,20151030,32.65
WSBC,20151130,33.92
WSBC,20151231,30.02
WSBC,20160129,29.02
WSBC,20160229,28.27
