Ticker,MthCalDt,MthPrc
ADM,20210528,66.53
ADM,20210630,60.6
ADM,20210730,59.72
ADM,20210831,60
ADM,20210930,60.01
ADM,20211029,64.24
ADM,20211130,62.21
ADM,20211231,67.59
ADM,20220131,75
ADM,20220228,78.45
ADM,20220331,90.26
VIVO,20170131,13.1
VIVO,20170228,12.85
VIVO,20170331,13.8
VIVO,20170428,14.8
VIVO,20170531,13.8
VIVO,20170630,15.75
VIVO,20170731,13.55
VIVO,20170831,13.9
VIVO,20170929,14.3
VIVO,20171031,14.95
VIVO,20171130,15.05
VIVO,20171229,14
VIVO,20180131,15.65
VIVO,20180228,13.95
VIVO,20180329,14.2
VIVO,20180430,14.6
VIVO,20180531,14.8
VIVO,20180629,15.9
VIVO,20180731,15.8
VIVO,20180831,15.7
VIVO,20180928,14.9
VIVO,20181031,16.21
VIVO,20181130,18.94
VIVO,20181231,17.36
VIVO,20190131,16.39
VIVO,20190228,17.07
VIVO,20190329,17.61
VIVO,20190430,11.51
VIVO,20190531,11.3
VIVO,20190628,11.88
VIVO,20190731,11.95
VIVO,20190830,9.23
VIVO,20190930,9.49
VIVO,20191031,9.79
VIVO,20191129,9.15
VIVO,20191231,9.77
VIVO,20200131,9.84
VIVO,20200228,7.99
VIVO,20200331,8.4
VIVO,20200430,12
VIVO,20200529,15.46
VIVO,20200630,23.29
VIVO,20200731,24.49
VIVO,20200831,14.14
VIVO,20200930,16.98
VIVO,20201030,17.15
VIVO,20201130,18.9
VIVO,20201231,18.69
VIVO,20210129,22.1
VIVO,20210226,21.08
VIVO,20210331,26.25
VIVO,20210430,19.58
VIVO,20210528,20.76
VIVO,20210630,22.18
VIVO,20210730,20.5
VIVO,20210831,20.24
VIVO,20210930,19.24
VIVO,20211029,18.81
VIVO,20211130,19.91
VIVO,20211231,20.4
VIVO,20220131,20.85
VIVO,20220228,25.3
VIVO,20220331,25.96
CLFD,20170131,17.2
CLFD,20170228,16.35
CLFD,20170331,16.45
CLFD,20170428,14.15
CLFD,20170531,13.05
CLFD,20170630,13.2
CLFD,20170731,11.5
CLFD,20170831,12.2
CLFD,20170929,13.6
